Time(s),position(rad)_axis_1,position(rad)_axis_2,position(rad)_axis_3,position(rad)_axis_4,position(rad)_axis_5,position(rad)_axis_6
0,0,0,0,0,0,0
0.03333,0,0,0,0,0,0
0.06666,0,0,0,0,0,0
0.09999,0,0,0,0,0,0
0.13332,0,0,0,0,0,0
0.16665,0,0,0,0,0,0
0.19998,0,0,0,0,0,0
0.23331,0,0,0,0,0,0
0.26664,0,0,0,0,0,0
0.29997,0,0,0,0,0,0
0.3333,0,0,0,0,0,0
0.36663,0,0,0,0,0,0
0.39996,0,0,0,0,0,0
0.43329,0,0,0,0,0,0
0.46662,0,0,0,0,0,0
0.49995,0,0,0,0,0,0
0.53328,0,0,0,0,0,0
0.56661,0,0,0,0,0,0
0.59994,0,0,0,0,0,0
0.63327,0,0,0,0,0,0
0.6666,0,0,0,0,0,0
0.69993,0,0,0,0,0,0
0.73326,0,0,0,0,0,0
0.76659,0,0,0,0,0,0
0.79992,0,0,0,0,0,0
0.83325,0,0,0,0,0,0
0.86658,0,0,0,0,0,0
0.89991,0,0,0,0,0,0
0.93324,0,0,0,0,0,0
0.96657,0,0,0,0,0,0
0.9999,0,0,0,0,0,0
1.03323,0,0,0,0,0,0
1.06656,0,0,0,0,0,0
1.09989,0,0,0,0,0,0
1.13322,0,0,0,0,0,0
1.16655,0,0,0,0,0,0
1.19988,0,0,0,0,0,0
1.23321,0,0,0,0,0,0
1.26654,0,0,0,0,0,0
1.29987,0,0,0,0,0,0
1.3332,0,0,0,0,0,0
1.36653,0,0,0,0,0,0
1.39986,0,0,0,0,0,0
1.43319,0,0,0,0,0,0
1.46652,0,0,0,0,0,0
1.49985,0,0,0,0,0,0
1.53318,0,0,0,0,0,0
1.56651,0,0,0,0,0,0
1.59984,0,0,0,0,0,0
1.63317,0,0,0,0,0,0
1.6665,0,0,0,0,0,0
1.69983,0,0,0,0,0,0
1.73316,0,0,0,0,0,0
1.76649,0,0,0,0,0,0
1.79982,0,0,0,0,0,0
1.83315,0,0,0,0,0,0
1.86648,0,0,0,0,0,0
1.89981,0,0,0,0,0,0
1.93314,0,0,0,0,0,0
1.96647,0,0,0,0,0,0
1.9998,0,0,0,0,0,0
2.03313,0,0,0,0,0,0
2.06646,0,0,0,0,0,0
2.09979,0,0,0,0,0,0
2.13312,0,0,0,0,0,0
2.16645,0,0,0,0,0,0
2.19978,0,0,0,0,0,0
2.23311,0,0,0,0,0,0
2.26644,0,0,0,0,0,0
2.29977,0,0,0,0,0,0
2.3331,0,0,0,0,0,0
2.36643,0,0,0,0,0,0
2.39976,0,0,0,0,0,0
2.43309,0,0,0,0,0,0
2.46642,0,0,0,0,0,0
2.49975,0,0,0,0,0,0
2.53308,0,0,0,0,0,0
2.56641,0,0,0,0,0,0
2.59974,0,0,0,0,0,0
2.63307,0,0,0,0,0,0
2.6664,0,0,0,0,0,0
2.69973,0,0,0,0,0,0
2.73306,0,0,0,0,0,0
2.76639,0,0,0,0,0,0
2.79972,0,0,0,0,0,0
2.83305,-0.01027,0,0,0,0,0
2.86638,-0.02136,0,0,0,0,0
2.89971,-0.04219,0,0,0,0,0
2.93304,-0.06302,0,0,0,0,0
2.96637,-0.08386,0,0,0,0,0
2.9997,-0.10234,0,0,0,0,0
3.03303,-0.11552,0,0,0,0,0
3.06636,-0.13635,0,0,0,0,0
3.09969,-0.15718,0,0,0,0,0
3.13302,-0.17801,0,0,0,0,0
3.16635,-0.19884,0,0,0,0,0
3.19968,-0.21967,0,0,0,0,0
3.23301,-0.24051,0,0,0,0,0
3.26634,-0.26134,0,0,0,0,0
3.29967,-0.28217,0,0,0,0,0
3.333,-0.303,0,0,0,0,0
3.36633,-0.32383,0,0,0,0,0
3.39966,-0.34466,0,0,0,0,0
3.43299,-0.36549,0,0,0,0,0
3.46632,-0.38632,0,0,0,0,0
3.49965,-0.40716,0,0,0,0,0
3.53298,-0.42799,0,0,0,0,0
3.56631,-0.44882,0,0,0,0,0
3.59964,-0.46965,0,0,0,0,0
3.63297,-0.49048,0,0,0,0,0
3.6663,-0.51131,0,0,0,0,0
3.69963,-0.53214,0,0,0,0,0
3.73296,-0.55298,0,0,0,0,0
3.76629,-0.57381,0,0,0,0,0
3.79962,-0.59464,0,0,0,0,0
3.83295,-0.61547,0,0,0,0,0
3.86628,-0.6363,0,0,0,0,0
3.89961,-0.65713,0,0,0,0,0
3.93294,-0.67796,0,0,0,0,0
3.96627,-0.69879,0,0,0,0,0
3.9996,-0.71962,0,0,0,0,0
4.03293,-0.74046,0,0,0,0,0
4.06626,-0.76129,0,0,0,0,0
4.09959,-0.78212,0,0,0,0,0
4.13292,-0.80295,0,0,0,0,0
4.16625,-0.82378,0,0,0,0,0
4.19958,-0.84461,0,0,0,0,0
4.23291,-0.86544,0,0,0,0,0
4.26624,-0.88627,0,0,0,0,0
4.29957,-0.90711,0,0,0,0,0
4.3329,-0.92794,0,0,0,0,0
4.36623,-0.94877,0,0,0,0,0
4.39956,-0.9696,0,0,0,0,0
4.43289,-0.99043,0,0,0,0,0
4.46622,-1.01126,0,0,0,0,0
4.49955,-1.03209,0,0,0,0,0
4.53288,-1.05293,0,0,0,0,0
4.56621,-1.07376,0,0,0,0,0
4.59954,-1.09459,0,0,0,0,0
4.63287,-1.11542,0,0,0,0,0
4.6662,-1.13625,0,0,0,0,0
4.69953,-1.15708,0,0,0,0,0
4.73286,-1.17791,0,0,0,0,0
4.76619,-1.19874,0,0,0,0,0
4.79952,-1.21957,0,0,0,0,0
4.83285,-1.24041,0,0,0,0,0
4.86618,-1.26124,0,0,0,0,0
4.89951,-1.28207,0,0,0,0,0
4.93284,-1.3029,0,0,0,0,0
4.96617,-1.32373,0,0,0,0,0
4.9995,-1.34456,0,0,0,0,0
5.03283,-1.36539,0,0,0,0,0
5.06616,-1.38622,0,0,0,0,0
5.09949,-1.40706,0,0,0,0,0
5.13282,-1.42789,0,0,0,0,0
5.16615,-1.44872,0,0,0,0,0
5.19948,-1.46955,0,0,0,0,0
5.23281,-1.49038,0,0,0,0,0
5.26614,-1.51121,0,0,0,0,0
5.29947,-1.53204,0,0,0,0,0
5.3328,-1.55287,0,0,0,0,0
5.36613,-1.57185,0,0,0,0,0
5.39946,-1.58454,0,0,0,0,0
5.43279,-1.60537,0,0,0,0,0
5.46612,-1.6262,0,0,0,0,0
5.49945,-1.64703,0,0,0,0,0
5.53278,-1.66786,0,0,0,0,0
5.56611,-1.68869,0,0,0,0,0
5.59944,-1.70953,0,0,0,0,0
5.63277,-1.73036,0,0,0,0,0
5.6661,-1.75119,0,0,0,0,0
5.69943,-1.77202,0,0,0,0,0
5.73276,-1.79285,0,0,0,0,0
5.76609,-1.80684,0,0,0,0,0
5.79942,-1.82451,0,0,0,0,0
5.83275,-1.84534,0,0,0,0,0
5.86608,-1.86618,0,0,0,0,0
5.89941,-1.88701,0,0,0,0,0
5.93274,-1.90784,0,0,0,0,0
5.96607,-1.92867,0,0,0,0,0
5.9994,-1.9495,0,0,0,0,0
6.03273,-1.97033,0,0,0,0,0
6.06606,-1.99116,0,0,0,0,0
6.09939,-2.011,0,0,0,0,0
6.13272,-2.02282,0,0,0,0,0
6.16605,-2.04366,0,0,0,0,0
6.19938,-2.06449,0,0,0,0,0
6.23271,-2.08532,0,0,0,0,0
6.26604,-2.10615,0,0,0,0,0
6.29937,-2.12698,0,0,0,0,0
6.3327,-2.14781,0,0,0,0,0
6.36603,-2.16864,0,0,0,0,0
6.39936,-2.18947,0,0,0,0,0
6.43269,-2.21031,0,0,0,0,0
6.46602,-2.23114,0,0,0,0,0
6.49935,-2.24598,0,0,0,0,0
6.53268,-2.2628,0,0,0,0,0
6.56601,-2.28363,0,0,0,0,0
6.59934,-2.30446,0,0,0,0,0
6.63267,-2.32529,0,0,0,0,0
6.666,-2.34612,0,0,0,0,0
6.69933,-2.36696,0,0,0,0,0
6.73266,-2.38779,0,0,0,0,0
6.76599,-2.40862,0,0,0,0,0
6.79932,-2.42945,0,0,0,0,0
6.83265,-2.45028,0,0,0,0,0
6.86598,-2.47111,0,0,0,0,0
6.89931,-2.49194,0,0,0,0,0
6.93264,-2.51277,0,0,0,0,0
6.96597,-2.53361,0,0,0,0,0
6.9993,-2.55444,0,0,0,0,0
7.03263,-2.57527,0,0,0,0,0
7.06596,-2.5961,0,0,0,0,0
7.09929,-2.61693,0,0,0,0,0
7.13262,-2.63776,0,0,0,0,0
7.16595,-2.65859,0,0,0,0,0
7.19928,-2.67943,0,0,0,0,0
7.23261,-2.70026,0,0,0,0,0
7.26594,-2.72109,0,0,0,0,0
7.29927,-2.74192,0,0,0,0,0
7.3326,-2.76275,0,0,0,0,0
7.36593,-2.78358,0,0,0,0,0
7.39926,-2.80441,0,0,0,0,0
7.43259,-2.82524,0,0,0,0,0
7.46592,-2.84608,0,0,0,0,0
7.49925,-2.86691,0,0,0,0,0
7.53258,-2.88774,0,0,0,0,0
7.56591,-2.90857,0,0,0,0,0
7.59924,-2.9294,0,0,0,0,0
7.63257,-2.95023,0,0,0,0,0
7.6659,-2.97106,0,0,0,0,0
7.69923,-2.99189,0,0,0,0,0
7.73256,-3.01136,0,0,0,0,0
7.76589,-3.02178,0,0,0,0,0
7.79922,-3.03219,0,0,0,0,0
7.83255,-3.04261,0,0,0,0,0
7.86588,-3.05,0,0,0,0,0
7.89921,-3.05,0,0,0,0,0
7.93254,-3.04614,0,0,0,0,0
7.96587,-3.03573,0,0,0,0,0
7.9992,-3.02531,0,0,0,0,0
8.03253,-3.00979,0,0,0,0,0
8.06586,-2.98896,0,0,0,0,0
8.09919,-2.96813,0,0,0,0,0
8.13252,-2.9473,0,0,0,0,0
8.16585,-2.92647,0,0,0,0,0
8.19918,-2.90564,0,0,0,0,0
8.23251,-2.88481,0,0,0,0,0
8.26584,-2.86398,0,0,0,0,0
8.29917,-2.84314,0,0,0,0,0
8.3325,-2.82231,0,0,0,0,0
8.36583,-2.80148,0,0,0,0,0
8.39916,-2.78065,0,0,0,0,0
8.43249,-2.75982,0,0,0,0,0
8.46582,-2.73899,0,0,0,0,0
8.49915,-2.71816,0,0,0,0,0
8.53248,-2.69732,0,0,0,0,0
8.56581,-2.67649,0,0,0,0,0
8.59914,-2.65566,0,0,0,0,0
8.63247,-2.63483,0,0,0,0,0
8.6658,-2.614,0,0,0,0,0
8.69913,-2.59317,0,0,0,0,0
8.73246,-2.57234,0,0,0,0,0
8.76579,-2.55151,0,0,0,0,0
8.79912,-2.53068,0,0,0,0,0
8.83245,-2.50984,0,0,0,0,0
8.86578,-2.48901,0,0,0,0,0
8.89911,-2.46818,0,0,0,0,0
8.93244,-2.44735,0,0,0,0,0
8.96577,-2.42652,0,0,0,0,0
8.9991,-2.40569,0,0,0,0,0
9.03243,-2.38486,0,0,0,0,0
9.06576,-2.36402,0,0,0,0,0
9.09909,-2.34319,0,0,0,0,0
9.13242,-2.32236,0,0,0,0,0
9.16575,-2.30153,0,0,0,0,0
9.19908,-2.2807,0,0,0,0,0
9.23241,-2.25987,0,0,0,0,0
9.26574,-2.23904,0,0,0,0,0
9.29907,-2.21821,0,0,0,0,0
9.3324,-2.19737,0,0,0,0,0
9.36573,-2.17654,0,0,0,0,0
9.39906,-2.15571,0,0,0,0,0
9.43239,-2.13488,0,0,0,0,0
9.46572,-2.11405,0,0,0,0,0
9.49905,-2.09322,0,0,0,0,0
9.53238,-2.07239,0,0,0,0,0
9.56571,-2.05156,0,0,0,0,0
9.59904,-2.03073,0,0,0,0,0
9.63237,-2.00989,0,0,0,0,0
9.6657,-1.98906,0,0,0,0,0
9.69903,-1.96823,0,0,0,0,0
9.73236,-1.9474,0,0,0,0,0
9.76569,-1.93328,0,0,0,0,0
9.79902,-1.91574,0,0,0,0,0
9.83235,-1.89491,0,0,0,0,0
9.86568,-1.87408,0,0,0,0,0
9.89901,-1.85324,0,0,0,0,0
9.93234,-1.83241,0,0,0,0,0
9.96567,-1.81158,0,0,0,0,0
9.999,-1.79075,0,0,0,0,0
10.03233,-1.76992,0,0,0,0,0
10.06566,-1.74909,0,0,0,0,0
10.09899,-1.72826,0,0,0,0,0
10.13232,-1.70743,0,0,0,0,0
10.16565,-1.68659,0,0,0,0,0
10.19898,-1.66576,0,0,0,0,0
10.23231,-1.64493,0,0,0,0,0
10.26564,-1.6241,0,0,0,0,0
10.29897,-1.60327,0,0,0,0,0
10.3323,-1.58244,0,0,0,0,0
10.36563,-1.56161,0,0,0,0,0
10.39896,-1.54078,0,0,0,0,0
10.43229,-1.51994,0,0,0,0,0
10.46562,-1.49911,0,0,0,0,0
10.49895,-1.47828,0,0,0,0,0
10.53228,-1.45745,0,0,0,0,0
10.56561,-1.43662,0,0,0,0,0
10.59894,-1.41579,0,0,0,0,0
10.63227,-1.39496,0,0,0,0,0
